study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_title	bam_ftp
PRJNA688708	SAMN17185473	SRX9762672	SRR13335994	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/094/SRR13335994/SRR13335994.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/094/SRR13335994	sample_output_QBB_79_TR2	
PRJNA688708	SAMN17185381	SRX9762407	SRR13335658	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/058/SRR13335658/SRR13335658.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/058/SRR13335658	sample_output_QBB_33_TR2	
PRJNA688708	SAMN17206476	SRX9772226	SRR13345975	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13345975/SRR13345975.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/075/SRR13345975	sample_output_QBB_585_TR1	
PRJNA688708	SAMN17185472	SRX9762671	SRR13335995	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13335995/SRR13335995.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/095/SRR13335995	sample_output_QBB_78_TR1	
PRJNA688708	SAMN17186151	SRX9762669	SRR13335997	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/097/SRR13335997/SRR13335997.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/097/SRR13335997	sample_output_QBB_418_TR1	
PRJNA688708	SAMN17206475	SRX9772040	SRR13345976	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/076/SRR13345976/SRR13345976.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/076/SRR13345976	sample_output_QBB_584_TR2	
PRJNA688708	SAMN17185769	SRX9762399	SRR13335666	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/066/SRR13335666/SRR13335666.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/066/SRR13335666	sample_output_QBB_227_TR1	
PRJNA688708	SAMN17185418	SRX9762664	SRR13336002	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/002/SRR13336002/SRR13336002.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/002/SRR13336002	sample_output_QBB_51_TR2	
PRJNA688708	SAMN17206331	SRX9772223	SRR13345978	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/078/SRR13345978/SRR13345978.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/078/SRR13345978	sample_output_QBB_512_TR1	
PRJNA688708	SAMN17186120	SRX9762145	SRR13336032	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/032/SRR13336032/SRR13336032.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/032/SRR13336032	sample_output_QBB_402_TR2	
PRJNA688708	SAMN17185768	SRX9762398	SRR13335667	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/067/SRR13335667/SRR13335667.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/067/SRR13335667	sample_output_QBB_226_TR2	
PRJNA688708	SAMN17185922	SRX9762630	SRR13336036	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13336036/SRR13336036.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/036/SRR13336036	sample_output_QBB_303_TR1	
PRJNA688708	SAMN17206534	SRX9772219	SRR13345982	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/082/SRR13345982/SRR13345982.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/082/SRR13345982	sample_output_QBB_614_TR1	
PRJNA688708	SAMN17185912	SRX9762619	SRR13336047	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/047/SRR13336047/SRR13336047.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/047/SRR13336047	sample_output_QBB_298_TR2	
PRJNA688708	SAMN17185767	SRX9762397	SRR13335668	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/068/SRR13335668/SRR13335668.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/068/SRR13335668	sample_output_QBB_226_TR1	
PRJNA688708	SAMN17185909	SRX9762616	SRR13336050	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/050/SRR13336050/SRR13336050.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/050/SRR13336050	sample_output_QBB_297_TR1	
PRJNA688708	SAMN17206532	SRX9772217	SRR13345984	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/084/SRR13345984/SRR13345984.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/084/SRR13345984	sample_output_QBB_613_TR2	
PRJNA688708	SAMN17185906	SRX9762612	SRR13336054	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/054/SRR13336054/SRR13336054.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/054/SRR13336054	sample_output_QBB_295_TR2	
PRJNA688708	SAMN17185359	SRX9762379	SRR13335686	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/086/SRR13335686/SRR13335686.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/086/SRR13335686	sample_output_QBB_22_TR1	
PRJNA688708	SAMN17185904	SRX9762610	SRR13336056	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13336056/SRR13336056.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/056/SRR13336056	sample_output_QBB_294_TR1	
PRJNA688708	SAMN17206531	SRX9772216	SRR13345985	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13345985/SRR13345985.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/085/SRR13345985	sample_output_QBB_612_TR2	
PRJNA688708	SAMN17185902	SRX9762608	SRR13336058	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/058/SRR13336058/SRR13336058.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/058/SRR13336058	sample_output_QBB_293_TR2	
PRJNA688708	SAMN17185554	SRX9762376	SRR13335689	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/089/SRR13335689/SRR13335689.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/089/SRR13335689	sample_output_QBB_119_TR1	
PRJNA688708	SAMN17185894	SRX9762599	SRR13336067	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/067/SRR13336067/SRR13336067.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/067/SRR13336067	sample_output_QBB_289_TR1	
PRJNA688708	SAMN17206530	SRX9772215	SRR13345986	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/086/SRR13345986/SRR13345986.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/086/SRR13345986	sample_output_QBB_612_TR1	
PRJNA688708	SAMN17185692	SRX9762591	SRR13336075	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13336075/SRR13336075.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/075/SRR13336075	sample_output_QBB_188_TR2	
PRJNA688708	SAMN17185553	SRX9762375	SRR13335690	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/090/SRR13335690/SRR13335690.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/090/SRR13335690	sample_output_QBB_119_TR2	
PRJNA688708	SAMN17206579	SRX9772341	SRR13345859	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/059/SRR13345859/SRR13345859.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/059/SRR13345859	sample_output_QBB_636_TR2	
PRJNA688708	SAMN17206524	SRX9772208	SRR13345993	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/093/SRR13345993/SRR13345993.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/093/SRR13345993	sample_output_QBB_609_TR1	
PRJNA688708	SAMN17206575	SRX9772336	SRR13345864	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/064/SRR13345864/SRR13345864.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/064/SRR13345864	sample_output_QBB_634_TR1	
PRJNA688708	SAMN17185548	SRX9762370	SRR13335695	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13335695/SRR13335695.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/095/SRR13335695	sample_output_QBB_116_TR2	
PRJNA688708	SAMN17206795	SRX9772328	SRR13345872	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13345872/SRR13345872.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/072/SRR13345872	sample_output_QBB_744_TR2	
PRJNA688708	SAMN17206522	SRX9772206	SRR13345995	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13345995/SRR13345995.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/095/SRR13345995	sample_output_QBB_608_TR2	
PRJNA688708	SAMN17206789	SRX9772322	SRR13345879	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/079/SRR13345879/SRR13345879.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/079/SRR13345879	sample_output_QBB_741_TR2	
PRJNA688708	SAMN17185545	SRX9762366	SRR13335699	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/099/SRR13335699/SRR13335699.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/099/SRR13335699	sample_output_QBB_115_TR1	
PRJNA688708	SAMN17206519	SRX9772203	SRR13345998	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/098/SRR13345998/SRR13345998.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/098/SRR13345998	sample_output_QBB_606_TR2	
PRJNA688708	SAMN17206787	SRX9772319	SRR13345882	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/082/SRR13345882/SRR13345882.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/082/SRR13345882	sample_output_QBB_740_TR1	
PRJNA688708	SAMN17206786	SRX9772318	SRR13345883	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/083/SRR13345883/SRR13345883.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/083/SRR13345883	sample_output_QBB_740_TR2	
PRJNA688708	SAMN17185339	SRX9762248	SRR13335709	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/009/SRR13335709/SRR13335709.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/009/SRR13335709	sample_output_QBB_12_TR2	
PRJNA688708	SAMN17206516	SRX9772199	SRR13346002	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/002/SRR13346002/SRR13346002.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/002/SRR13346002	sample_output_QBB_605_TR2	
PRJNA688708	SAMN17206783	SRX9772315	SRR13345886	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/086/SRR13345886/SRR13345886.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/086/SRR13345886	sample_output_QBB_738_TR1	
PRJNA688708	SAMN17185425	SRX9762355	SRR13335710	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/010/SRR13335710/SRR13335710.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/010/SRR13335710	sample_output_QBB_55_TR2	
PRJNA688708	SAMN17206780	SRX9772312	SRR13345889	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/089/SRR13345889/SRR13345889.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/089/SRR13345889	sample_output_QBB_737_TR1	
PRJNA688708	SAMN17206514	SRX9772197	SRR13346004	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/004/SRR13346004/SRR13346004.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/004/SRR13346004	sample_output_QBB_604_TR2	
PRJNA688708	SAMN17186200	SRX9762337	SRR13335728	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/028/SRR13335728/SRR13335728.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/028/SRR13335728	sample_output_QBB_442_TR1	
PRJNA688708	SAMN17206513	SRX9772196	SRR13346005	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/005/SRR13346005/SRR13346005.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/005/SRR13346005	sample_output_QBB_603_TR1	
PRJNA688708	SAMN17206779	SRX9772311	SRR13345890	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/090/SRR13345890/SRR13345890.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/090/SRR13345890	sample_output_QBB_736_TR1	
PRJNA688708	SAMN17206778	SRX9772310	SRR13345891	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/091/SRR13345891/SRR13345891.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/091/SRR13345891	sample_output_QBB_736_TR2	
PRJNA688708	SAMN17186199	SRX9762336	SRR13335729	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/029/SRR13335729/SRR13335729.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/029/SRR13335729	sample_output_QBB_442_TR2	
PRJNA688708	SAMN17206408	SRX9772188	SRR13346013	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/013/SRR13346013/SRR13346013.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/013/SRR13346013	sample_output_QBB_551_TR1	
PRJNA688708	SAMN17206355	SRX9772309	SRR13345892	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/092/SRR13345892/SRR13345892.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/092/SRR13345892	sample_output_QBB_524_TR2	
PRJNA688708	SAMN17186191	SRX9762327	SRR13335738	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/038/SRR13335738/SRR13335738.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/038/SRR13335738	sample_output_QBB_438_TR1	
PRJNA688708	SAMN17206776	SRX9772307	SRR13345894	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/094/SRR13345894/SRR13345894.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/094/SRR13345894	sample_output_QBB_735_TR1	
PRJNA688708	SAMN17206318	SRX9772187	SRR13346014	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/014/SRR13346014/SRR13346014.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/014/SRR13346014	sample_output_QBB_506_TR1	
PRJNA688708	SAMN17206775	SRX9772306	SRR13345895	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13345895/SRR13345895.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/095/SRR13345895	sample_output_QBB_734_TR2	
PRJNA688708	SAMN17186190	SRX9762326	SRR13335739	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/039/SRR13335739/SRR13335739.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/039/SRR13335739	sample_output_QBB_437_TR2	
PRJNA688708	SAMN17206773	SRX9772304	SRR13345897	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/097/SRR13345897/SRR13345897.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/097/SRR13345897	sample_output_QBB_733_TR2	
PRJNA688708	SAMN17206309	SRX9772186	SRR13346015	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/015/SRR13346015/SRR13346015.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/015/SRR13346015	sample_output_QBB_501_TR1	
PRJNA688708	SAMN17206767	SRX9772297	SRR13345904	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/004/SRR13345904/SRR13345904.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/004/SRR13345904	sample_output_QBB_730_TR1	
PRJNA688708	SAMN17186186	SRX9762321	SRR13335744	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/044/SRR13335744/SRR13335744.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/044/SRR13335744	sample_output_QBB_435_TR1	
PRJNA688708	SAMN17206571	SRX9772183	SRR13346017	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/017/SRR13346017/SRR13346017.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/017/SRR13346017	sample_output_QBB_632_TR2	
PRJNA688708	SAMN17206765	SRX9772295	SRR13345906	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13345906/SRR13345906.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/006/SRR13345906	sample_output_QBB_729_TR2	
PRJNA688708	SAMN17206763	SRX9772293	SRR13345908	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/008/SRR13345908/SRR13345908.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/008/SRR13345908	sample_output_QBB_728_TR1	
PRJNA688708	SAMN17206568	SRX9772180	SRR13346020	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/020/SRR13346020/SRR13346020.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/020/SRR13346020	sample_output_QBB_631_TR2	
PRJNA688708	SAMN17185988	SRX9762318	SRR13335747	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/047/SRR13335747/SRR13335747.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/047/SRR13335747	sample_output_QBB_336_TR2	
PRJNA688708	SAMN17206760	SRX9772290	SRR13345911	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/011/SRR13345911/SRR13345911.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/011/SRR13345911	sample_output_QBB_727_TR1	
PRJNA688708	SAMN17206757	SRX9772286	SRR13345915	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/015/SRR13345915/SRR13345915.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/015/SRR13345915	sample_output_QBB_725_TR1	
PRJNA688708	SAMN17206334	SRX9772179	SRR13346021	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/021/SRR13346021/SRR13346021.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/021/SRR13346021	sample_output_QBB_514_TR1	
PRJNA688708	SAMN17185987	SRX9762317	SRR13335748	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/048/SRR13335748/SRR13335748.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/048/SRR13335748	sample_output_QBB_336_TR1	
PRJNA688708	SAMN17206755	SRX9772284	SRR13345917	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/017/SRR13345917/SRR13345917.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/017/SRR13345917	sample_output_QBB_724_TR1	
PRJNA688708	SAMN17206567	SRX9772178	SRR13346022	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/022/SRR13346022/SRR13346022.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/022/SRR13346022	sample_output_QBB_630_TR2	
PRJNA688708	SAMN17206751	SRX9772280	SRR13345921	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/021/SRR13345921/SRR13345921.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/021/SRR13345921	sample_output_QBB_722_TR2	
PRJNA688708	SAMN17185980	SRX9762309	SRR13335756	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13335756/SRR13335756.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/056/SRR13335756	sample_output_QBB_332_TR2	
PRJNA688708	SAMN17206750	SRX9772279	SRR13345922	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/022/SRR13345922/SRR13345922.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/022/SRR13345922	sample_output_QBB_722_TR1	
PRJNA688708	SAMN17206563	SRX9772174	SRR13346026	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/026/SRR13346026/SRR13346026.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/026/SRR13346026	sample_output_QBB_628_TR2	
PRJNA688708	SAMN17206746	SRX9772274	SRR13345927	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/027/SRR13345927/SRR13345927.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/027/SRR13345927	sample_output_QBB_720_TR1	
PRJNA688708	SAMN17185977	SRX9762306	SRR13335759	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/059/SRR13335759/SRR13335759.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/059/SRR13335759	sample_output_QBB_331_TR1	
PRJNA688708	SAMN17206561	SRX9772172	SRR13346028	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/028/SRR13346028/SRR13346028.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/028/SRR13346028	sample_output_QBB_627_TR2	
PRJNA688708	SAMN17206739	SRX9772267	SRR13345934	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/034/SRR13345934/SRR13345934.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/034/SRR13345934	sample_output_QBB_716_TR2	
PRJNA688708	SAMN17185967	SRX9762295	SRR13335770	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/070/SRR13335770/SRR13335770.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/070/SRR13335770	sample_output_QBB_326_TR1	
PRJNA688708	SAMN17206351	SRX9772265	SRR13345936	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13345936/SRR13345936.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/036/SRR13345936	sample_output_QBB_522_TR1	
PRJNA688708	SAMN17206560	SRX9772171	SRR13346029	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/029/SRR13346029/SRR13346029.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/029/SRR13346029	sample_output_QBB_627_TR1	
PRJNA688708	SAMN17206737	SRX9772264	SRR13345937	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/037/SRR13345937/SRR13345937.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/037/SRR13345937	sample_output_QBB_715_TR1	
PRJNA688708	SAMN17185400	SRX9762294	SRR13335771	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/071/SRR13335771/SRR13335771.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/071/SRR13335771	sample_output_QBB_42_TR1	
PRJNA688708	SAMN17206333	SRX9772168	SRR13346032	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/032/SRR13346032/SRR13346032.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/032/SRR13346032	sample_output_QBB_513_TR2	
PRJNA688708	SAMN17206735	SRX9772262	SRR13345939	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/039/SRR13345939/SRR13345939.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/039/SRR13345939	sample_output_QBB_714_TR2	
PRJNA688708	SAMN17206734	SRX9772148	SRR13345940	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/040/SRR13345940/SRR13345940.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/040/SRR13345940	sample_output_QBB_714_TR1	
PRJNA688708	SAMN17206557	SRX9772167	SRR13346033	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/033/SRR13346033/SRR13346033.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/033/SRR13346033	sample_output_QBB_625_TR2	
PRJNA688708	SAMN17185964	SRX9762291	SRR13335774	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/074/SRR13335774/SRR13335774.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/074/SRR13335774	sample_output_QBB_324_TR2	
PRJNA688708	SAMN17206505	SRX9772258	SRR13345943	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/043/SRR13345943/SRR13345943.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/043/SRR13345943	sample_output_QBB_599_TR2	
PRJNA688708	SAMN17206501	SRX9772254	SRR13345947	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/047/SRR13345947/SRR13345947.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/047/SRR13345947	sample_output_QBB_597_TR1	
PRJNA688708	SAMN17206555	SRX9772165	SRR13346035	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/035/SRR13346035/SRR13346035.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/035/SRR13346035	sample_output_QBB_624_TR1	
