Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment
SRR13899699,RNA-Seq,121,979532994,PRJNA682434,SAMN18214457,356177507,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX10279325,GSM5145150,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145150,PBMCs,SRP295709,flu-infected
SRR13899700,RNA-Seq,121,820416542,PRJNA682434,SAMN18214456,272606628,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10279326,GSM5145151,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145151,PBMCs,SRP295709,flu-infected
SRR13899701,RNA-Seq,121,363203038,PRJNA682434,SAMN18214455,140285595,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX10279327,GSM5145152,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145152,PBMCs,SRP295709,flu-infected
SRR13899702,RNA-Seq,121,863010478,PRJNA682434,SAMN18214454,333998527,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX10279328,GSM5145153,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145153,PBMCs,SRP295709,flu-infected
SRR13899703,RNA-Seq,121,300353581,PRJNA682434,SAMN18214453,122299374,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX10279329,GSM5145154,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145154,PBMCs,SRP295709,flu-infected
SRR13899704,RNA-Seq,121,603354521,PRJNA682434,SAMN18214451,236141797,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX10279330,GSM5145155,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145155,PBMCs,SRP295709,flu-infected
SRR13899705,RNA-Seq,121,16657102,PRJNA682434,SAMN18214450,6076543,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX10279331,GSM5145156,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145156,PBMCs,SRP295709,flu-infected
SRR13899706,RNA-Seq,121,427412293,PRJNA682434,SAMN18214449,157749989,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX10279332,GSM5145157,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145157,PBMCs,SRP295709,flu-infected
SRR13899707,RNA-Seq,121,1423110524,PRJNA682434,SAMN18214448,518135260,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10279333,GSM5145158,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145158,PBMCs,SRP295709,flu-infected
SRR13899708,RNA-Seq,121,2073378681,PRJNA682434,SAMN18214447,772162025,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX10279334,GSM5145159,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145159,PBMCs,SRP295709,flu-infected
SRR13899709,RNA-Seq,121,869616594,PRJNA682434,SAMN18214446,323525671,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX10279335,GSM5145160,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145160,PBMCs,SRP295709,flu-infected
SRR13899710,RNA-Seq,121,1389542341,PRJNA682434,SAMN18214445,513858013,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10279336,GSM5145161,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145161,PBMCs,SRP295709,flu-infected
SRR13899711,RNA-Seq,121,218340870,PRJNA682434,SAMN18214444,71355861,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX10279361,GSM5145162,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145162,PBMCs,SRP295709,flu-infected
SRR13899712,RNA-Seq,121,1071399824,PRJNA682434,SAMN18214443,389508406,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX10279362,GSM5145163,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145163,PBMCs,SRP295709,flu-infected
SRR13899713,RNA-Seq,121,280503168,PRJNA682434,SAMN18214442,98558816,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX10279363,GSM5145164,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145164,PBMCs,SRP295709,flu-infected
SRR13899714,RNA-Seq,121,1109519422,PRJNA682434,SAMN18214441,410008460,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX10279364,GSM5145165,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145165,PBMCs,SRP295709,flu-infected
SRR13899715,RNA-Seq,121,1067395571,PRJNA682434,SAMN18214440,396676145,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX10279365,GSM5145166,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145166,PBMCs,SRP295709,flu-infected
SRR13899716,RNA-Seq,121,336024502,PRJNA682434,SAMN18214439,121199463,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX10279366,GSM5145167,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145167,PBMCs,SRP295709,flu-infected
SRR13899717,RNA-Seq,121,354788214,PRJNA682434,SAMN18214438,133066064,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX10279367,GSM5145168,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145168,PBMCs,SRP295709,flu-infected
SRR13899718,RNA-Seq,121,1249705908,PRJNA682434,SAMN18214437,471673970,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX10279368,GSM5145169,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145169,PBMCs,SRP295709,flu-infected
SRR13899719,RNA-Seq,121,1104473117,PRJNA682434,SAMN18214436,417599213,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX10279369,GSM5145170,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145170,PBMCs,SRP295709,flu-infected
SRR13899720,RNA-Seq,121,273755603,PRJNA682434,SAMN18214435,96790164,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX10279370,GSM5145171,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145171,PBMCs,SRP295709,flu-infected
SRR13899721,RNA-Seq,121,335528765,PRJNA682434,SAMN18214260,138374394,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX10279371,GSM5145172,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145172,PBMCs,SRP295709,flu-infected
SRR13899722,RNA-Seq,121,80769073,PRJNA682434,SAMN18214307,28355218,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX10279372,GSM5145173,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM5145173,PBMCs,SRP295709,flu-infected
SRR13194367,RNA-Seq,301,46537720999,PRJNA682434,SAMN16989546,17108324102,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9628626,GSM4955739,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955739,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194368,RNA-Seq,301,19347826246,PRJNA682434,SAMN16989546,7116406089,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9628626,GSM4955739,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955739,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194369,RNA-Seq,301,29331232720,PRJNA682434,SAMN16989546,10815784053,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9628626,GSM4955739,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955739,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194370,RNA-Seq,301,29960989391,PRJNA682434,SAMN16989546,11050444818,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9628626,GSM4955739,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955739,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194371,RNA-Seq,302,29235829806,PRJNA682434,SAMN16989545,10794821263,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9628627,GSM4955740,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955740,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194372,RNA-Seq,301,17968723452,PRJNA682434,SAMN16989545,6634385458,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9628627,GSM4955740,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955740,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194373,RNA-Seq,301,33220338470,PRJNA682434,SAMN16989545,12291720578,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9628627,GSM4955740,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955740,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194374,RNA-Seq,301,24750051354,PRJNA682434,SAMN16989545,9127663128,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9628627,GSM4955740,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955740,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194375,RNA-Seq,301,26146539280,PRJNA682434,SAMN16989544,9646405901,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9628628,GSM4955741,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955741,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194376,RNA-Seq,301,9996849756,PRJNA682434,SAMN16989544,3679068301,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9628628,GSM4955741,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955741,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194377,RNA-Seq,301,32795058886,PRJNA682434,SAMN16989544,12105393997,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9628628,GSM4955741,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955741,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194378,RNA-Seq,301,37951231248,PRJNA682434,SAMN16989544,14019335705,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9628628,GSM4955741,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955741,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194379,RNA-Seq,301,14994299345,PRJNA682434,SAMN16989543,5523453055,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9628629,GSM4955742,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955742,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194380,RNA-Seq,300,12695077934,PRJNA682434,SAMN16989543,4686801252,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX9628629,GSM4955742,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955742,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194381,RNA-Seq,301,28496691997,PRJNA682434,SAMN16989543,10540521283,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9628629,GSM4955742,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955742,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194382,RNA-Seq,301,30036467175,PRJNA682434,SAMN16989543,11040569724,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9628629,GSM4955742,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955742,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194383,RNA-Seq,301,19165907230,PRJNA682434,SAMN16989542,7055948635,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9628630,GSM4955743,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955743,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194384,RNA-Seq,301,39545470315,PRJNA682434,SAMN16989542,14636441423,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9628630,GSM4955743,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955743,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194385,RNA-Seq,301,21947259457,PRJNA682434,SAMN16989542,8097640219,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9628630,GSM4955743,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955743,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194386,RNA-Seq,301,16293708414,PRJNA682434,SAMN16989542,6041524016,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9628630,GSM4955743,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955743,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194387,RNA-Seq,301,42377182084,PRJNA682434,SAMN16989541,15623391414,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9628631,GSM4955744,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955744,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194388,RNA-Seq,302,20776112691,PRJNA682434,SAMN16989541,7682141658,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9628631,GSM4955744,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955744,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194389,RNA-Seq,301,32694117157,PRJNA682434,SAMN16989541,12151064872,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9628631,GSM4955744,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955744,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194390,RNA-Seq,302,46757819382,PRJNA682434,SAMN16989541,17284258966,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9628631,GSM4955744,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955744,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194391,RNA-Seq,301,36580058468,PRJNA682434,SAMN16989540,13489906157,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9628632,GSM4955745,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955745,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194392,RNA-Seq,301,31278828013,PRJNA682434,SAMN16989540,11522765347,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9628632,GSM4955745,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955745,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194393,RNA-Seq,301,3635042641,PRJNA682434,SAMN16989540,1337324636,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9628632,GSM4955745,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955745,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194394,RNA-Seq,301,31244245507,PRJNA682434,SAMN16989540,11530381896,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9628632,GSM4955745,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955745,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194395,RNA-Seq,301,15208148825,PRJNA682434,SAMN16989539,5608683379,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9628633,GSM4955746,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955746,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194396,RNA-Seq,301,13908519463,PRJNA682434,SAMN16989539,5119974718,peripheral blood mononuclear cells,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX9628633,GSM4955746,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955746,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194397,RNA-Seq,301,14471471014,PRJNA682434,SAMN16989539,5339824652,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9628633,GSM4955746,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955746,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194398,RNA-Seq,301,8143971876,PRJNA682434,SAMN16989539,3027651291,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9628633,GSM4955746,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955746,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194399,RNA-Seq,301,22944423061,PRJNA682434,SAMN16989538,8471696141,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX9628634,GSM4955747,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955747,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194400,RNA-Seq,301,31840192111,PRJNA682434,SAMN16989538,11788186076,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9628634,GSM4955747,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955747,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194401,RNA-Seq,301,30525070318,PRJNA682434,SAMN16989538,11277071177,peripheral blood mononuclear cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9628634,GSM4955747,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955747,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194402,RNA-Seq,301,27140512026,PRJNA682434,SAMN16989538,9982700792,peripheral blood mononuclear cells,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9628634,GSM4955747,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955747,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194403,RNA-Seq,301,37491929709,PRJNA682434,SAMN16989537,13888425615,peripheral blood mononuclear cells,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9628635,GSM4955748,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955748,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194404,RNA-Seq,302,65939493717,PRJNA682434,SAMN16989537,24298289700,peripheral blood mononuclear cells,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9628635,GSM4955748,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955748,multiplexed PBMCs,SRP295709,mock- and IAV-infected
SRR13194405,RNA-Seq,302,64556895583,PRJNA682434,SAMN16989537,24100051109,peripheral blood mononuclear cells,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9628635,GSM4955748,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-11-26T00:00:00Z,GSM4955748,multiplexed PBMCs,SRP295709,mock- and IAV-infected
